post_id,datetime,platform,country,language,topic,sentiment_polarity,sentiment_category,sentiment_intensity,emotion,engagement_likes,engagement_shares,engagement_comments,influencer_level,keywords,risk_flag
P04488,2025-06-04 09:39:08,Facebook,Colombia,Swahili,Savings Product,-0.29,Negative,Low,Anticipation,654,532,562,Medium,high interest,0
P04489,2025-05-16 08:22:08,LinkedIn,Tanzania,English,Customer Support,0.56,Positive,Medium,Trust,2442,107,764,High,great rates,0
P04490,2025-06-15 15:37:53,Instagram,Ghana,Twi,Mobile App,0.13,Positive,Low,Anger,110,875,44,High,great rates,0
P04491,2025-07-29 11:36:02,TikTok,Botswana,Spanish,Repayment,-0.48,Negative,Medium,Joy,89,250,702,Low,fraud,0
P04492,2025-06-06 07:07:47,LinkedIn,Tanzania,Swahili,Repayment,0.39,Positive,Medium,Sadness,762,134,633,Medium,loan approved,0
P04493,2025-07-31 17:21:09,Facebook,Botswana,Spanish,Mobile App,0.13,Positive,Low,Anger,3172,1113,411,High,helpful staff,0
P04494,2025-03-06 15:19:57,TikTok,Ghana,Twi,Loan Application,0.59,Positive,Medium,Sadness,2179,688,186,Medium,excellent service,0
P04495,2025-05-19 18:04:48,LinkedIn,Tanzania,English,Loan Application,0.47,Positive,Medium,Anger,2504,406,725,High,great rates,0
P04496,2025-03-05 09:38:58,LinkedIn,Mexico,English,Customer Support,0.22,Positive,Low,Joy,1464,101,660,High,fast process,0
P04497,2025-05-07 01:53:50,Instagram,Colombia,English,Loan Application,-0.02,Neutral,Low,Anticipation,97,692,169,Medium,customer support,1
P04498,2025-03-29 02:04:03,Facebook,Ghana,Twi,Savings Product,-0.73,Negative,High,Disgust,292,1169,720,High,slow approval,0
P04499,2025-02-28 05:49:45,Instagram,Tanzania,Swahili,Loan Application,-0.48,Negative,Medium,Anticipation,1839,403,593,High,fraud,0
P04500,2025-03-09 07:56:33,Twitter,Ghana,Spanish,Savings Product,-0.16,Negative,Low,Surprise,1734,813,400,Low,high interest,0
P04501,2025-04-03 02:02:56,TikTok,South Africa,Swahili,Savings Product,0.2,Positive,Low,Trust,2619,1025,707,Medium,helpful staff,0
P04502,2025-07-14 11:56:07,Facebook,Botswana,Swahili,Customer Support,0.03,Neutral,Low,Disgust,4747,1142,245,Low,repayment,0
P04503,2025-04-29 13:49:00,LinkedIn,Zambia,Swahili,Repayment,-0.42,Negative,Medium,Sadness,2196,854,551,High,slow approval,0
P04504,2025-06-01 06:39:35,LinkedIn,Ghana,Twi,Mobile App,-0.99,Negative,High,Joy,3466,1026,679,Medium,slow approval,0
P04505,2025-02-11 09:50:47,Twitter,Colombia,Swahili,Interest Rates,-0.01,Neutral,Low,Anticipation,1906,941,42,High,loan application,0
P04506,2025-07-19 01:37:33,LinkedIn,South Africa,Spanish,Loan Application,-0.43,Negative,Medium,Joy,1721,1020,722,Medium,fraud,0
P04507,2025-04-11 17:14:37,TikTok,Botswana,Twi,Loan Application,0.47,Positive,Medium,Trust,3691,176,178,High,loan approved,0
P04508,2025-02-02 20:39:43,Instagram,Colombia,Swahili,Customer Support,-0.95,Negative,High,Anticipation,1816,872,456,Medium,bad service,0
P04509,2025-05-06 02:26:28,Facebook,Zambia,Twi,Customer Support,0.17,Positive,Low,Fear,252,476,534,Low,helpful staff,0
P04510,2025-02-27 12:17:52,TikTok,Tanzania,Spanish,Savings Product,0.88,Positive,High,Fear,4227,397,606,High,helpful staff,1
P04511,2025-03-10 21:21:52,Twitter,Zambia,English,Interest Rates,-0.65,Negative,Medium,Anger,3519,219,671,High,slow approval,0
P04512,2025-07-09 07:10:53,TikTok,Zambia,Spanish,Savings Product,-0.06,Negative,Low,Disgust,1907,172,243,Low,bad service,0
P04513,2025-04-16 13:18:34,Twitter,Botswana,Twi,Loan Application,-0.82,Negative,High,Surprise,1910,735,16,Medium,fraud,0
P04514,2025-05-21 01:09:43,TikTok,Mexico,Swahili,Loan Application,0.25,Positive,Low,Trust,2521,501,111,Medium,helpful staff,1
P04515,2025-05-10 03:30:42,LinkedIn,Zambia,English,Loan Application,0.1,Positive,Low,Fear,3849,760,614,Medium,fast process,0
P04516,2025-06-07 19:31:32,LinkedIn,Colombia,Swahili,Repayment,-0.19,Negative,Low,Joy,1058,130,597,High,fraud,1
P04517,2025-05-08 02:43:36,Twitter,Ghana,Twi,Mobile App,0.04,Neutral,Low,Anticipation,3538,1136,546,Medium,interest rate,0
P04518,2025-04-21 10:42:15,TikTok,Mexico,Spanish,Savings Product,0.79,Positive,High,Joy,2322,797,29,Low,fast process,0
P04519,2025-06-13 22:55:03,TikTok,Ghana,English,Repayment,-0.61,Negative,Medium,Joy,186,798,191,Low,slow approval,0
P04520,2025-05-07 11:36:31,Instagram,South Africa,Spanish,Savings Product,-0.95,Negative,High,Trust,948,929,436,Medium,hidden fees,0
P04521,2025-04-22 16:58:41,Instagram,South Africa,Spanish,Repayment,0.72,Positive,High,Fear,2290,722,178,Low,great rates,1
P04522,2025-06-18 21:30:11,Facebook,South Africa,Swahili,Loan Application,0.15,Positive,Low,Joy,4359,1043,615,Low,fast process,1
P04523,2025-07-14 02:10:46,LinkedIn,Tanzania,Twi,Customer Support,0.78,Positive,High,Trust,4617,214,676,High,excellent service,0
P04524,2025-04-28 04:29:56,Twitter,South Africa,Spanish,Repayment,0.19,Positive,Low,Anticipation,4878,487,473,Medium,excellent service,0
P04525,2025-05-06 21:30:17,LinkedIn,Botswana,Spanish,Customer Support,0.62,Positive,Medium,Disgust,4630,312,633,Low,fast process,0
P04526,2025-03-05 11:27:27,TikTok,Zambia,Swahili,Mobile App,-0.14,Negative,Low,Disgust,209,78,133,Low,high interest,0
P04527,2025-02-17 01:16:22,LinkedIn,Colombia,English,Savings Product,0.5,Positive,Medium,Joy,2093,179,311,Low,excellent service,0
P04528,2025-05-21 18:56:41,Instagram,Ghana,English,Repayment,0.83,Positive,High,Disgust,3538,1003,735,Medium,loan approved,0
P04529,2025-02-06 23:49:16,TikTok,South Africa,Twi,Loan Application,0.14,Positive,Low,Trust,1563,674,24,Medium,loan approved,0
P04530,2025-07-05 13:04:25,LinkedIn,Colombia,Twi,Mobile App,-0.64,Negative,Medium,Trust,25,13,370,High,fraud,1
P04531,2025-06-28 18:46:51,Facebook,Botswana,Twi,Loan Application,-0.46,Negative,Medium,Surprise,174,858,524,High,slow approval,0
P04532,2025-03-15 19:44:31,Instagram,Colombia,Twi,Interest Rates,-0.6,Negative,Medium,Anger,1334,245,318,Low,high interest,0
P04533,2025-03-29 17:14:15,Instagram,South Africa,English,Customer Support,-0.51,Negative,Medium,Anger,321,1037,229,High,slow approval,0
P04534,2025-02-07 08:22:12,LinkedIn,Colombia,English,Repayment,-0.39,Negative,Medium,Surprise,4150,98,101,Low,slow approval,0
P04535,2025-03-26 08:54:26,TikTok,Tanzania,Swahili,Interest Rates,0.11,Positive,Low,Trust,4047,32,449,Low,fast process,0
P04536,2025-03-16 15:50:46,TikTok,South Africa,Spanish,Savings Product,0.18,Positive,Low,Joy,3227,256,377,Medium,great rates,0
P04537,2025-05-16 09:26:15,Instagram,Botswana,Spanish,Loan Application,-0.15,Negative,Low,Anticipation,1872,33,202,High,slow approval,0
P04538,2025-03-29 01:18:04,TikTok,Botswana,Spanish,Repayment,0.23,Positive,Low,Anticipation,2067,18,266,Low,helpful staff,0
P04539,2025-03-05 15:54:38,Facebook,Ghana,Twi,Mobile App,-0.84,Negative,High,Sadness,332,588,461,Medium,bad service,0
P04540,2025-07-02 14:30:46,Twitter,Tanzania,Twi,Interest Rates,-0.82,Negative,High,Joy,2991,136,364,Medium,fraud,0
P04541,2025-04-30 19:16:19,TikTok,Botswana,Swahili,Savings Product,-0.66,Negative,High,Anger,910,358,733,High,slow approval,0
P04542,2025-05-21 20:07:19,Facebook,Botswana,Spanish,Savings Product,0.04,Neutral,Low,Disgust,4496,753,103,High,customer support,0
P04543,2025-06-25 04:23:09,TikTok,Zambia,Swahili,Loan Application,-0.57,Negative,Medium,Anger,949,1139,110,Medium,slow approval,0
P04544,2025-07-01 00:19:58,Instagram,Mexico,English,Mobile App,-0.43,Negative,Medium,Surprise,2075,403,427,High,slow approval,0
P04545,2025-06-29 17:26:37,Facebook,Ghana,Swahili,Repayment,-0.2,Negative,Low,Disgust,2514,249,468,Low,bad service,0
P04546,2025-05-08 04:19:38,Instagram,Ghana,Twi,Loan Application,0.62,Positive,Medium,Trust,3331,445,580,Medium,helpful staff,0
P04547,2025-05-18 17:54:34,LinkedIn,Botswana,Swahili,Repayment,-0.97,Negative,High,Joy,3029,953,769,High,high interest,0
P04548,2025-05-11 04:31:42,TikTok,Ghana,English,Loan Application,0.3,Positive,Low,Anger,100,277,679,Medium,excellent service,0
P04549,2025-02-22 23:36:05,TikTok,Mexico,Twi,Repayment,0.34,Positive,Medium,Anticipation,4646,111,560,High,great rates,0
P04550,2025-05-23 05:02:27,Instagram,Ghana,Twi,Mobile App,0.6,Positive,Medium,Anticipation,2400,745,249,High,great rates,1
P04551,2025-02-23 04:14:29,TikTok,Colombia,English,Interest Rates,0.87,Positive,High,Fear,3371,687,481,Low,loan approved,0
P04552,2025-03-25 00:27:10,Twitter,Zambia,Swahili,Customer Support,-0.96,Negative,High,Fear,2343,391,330,High,high interest,0
P04553,2025-07-01 12:17:18,TikTok,Ghana,English,Customer Support,-0.69,Negative,High,Trust,352,968,586,Medium,slow approval,0
P04554,2025-05-17 11:03:29,Facebook,Botswana,Swahili,Savings Product,0.77,Positive,High,Trust,2955,142,200,Medium,great rates,0
P04555,2025-07-10 20:46:33,LinkedIn,Zambia,Swahili,Repayment,-0.08,Negative,Low,Trust,1018,1055,453,High,high interest,0
P04556,2025-04-13 05:41:59,Instagram,Zambia,Swahili,Interest Rates,0.13,Positive,Low,Trust,1179,180,503,Low,helpful staff,0
P04557,2025-05-17 06:06:18,Facebook,Zambia,Spanish,Mobile App,0.33,Positive,Medium,Surprise,3536,578,545,Medium,great rates,0
P04558,2025-07-10 17:38:41,Facebook,Tanzania,Twi,Repayment,0.36,Positive,Medium,Joy,3650,797,110,High,fast process,0
P04559,2025-06-27 22:52:46,Facebook,Zambia,Spanish,Savings Product,0.86,Positive,High,Joy,2502,268,748,Low,great rates,1
P04560,2025-02-09 01:55:08,LinkedIn,Mexico,Swahili,Loan Application,0.99,Positive,High,Disgust,3819,552,543,Low,helpful staff,0
P04561,2025-06-28 13:52:33,Instagram,Botswana,Twi,Interest Rates,0.44,Positive,Medium,Fear,979,632,208,High,loan approved,0
P04562,2025-06-20 14:41:26,Instagram,South Africa,Twi,Savings Product,-0.43,Negative,Medium,Trust,4834,274,643,Medium,high interest,0
P04563,2025-04-27 16:55:02,LinkedIn,Mexico,English,Repayment,0.76,Positive,High,Trust,976,742,617,High,great rates,1
P04564,2025-05-18 02:11:26,Twitter,South Africa,Spanish,Interest Rates,-0.9,Negative,High,Trust,1371,85,32,Low,bad service,1
P04565,2025-03-15 10:28:45,Facebook,Ghana,Twi,Savings Product,-0.54,Negative,Medium,Joy,2280,1086,554,High,slow approval,0
P04566,2025-04-24 13:21:52,Instagram,Botswana,Swahili,Savings Product,0.79,Positive,High,Disgust,4576,403,106,High,excellent service,0
P04567,2025-02-20 21:17:42,LinkedIn,South Africa,Twi,Mobile App,-0.49,Negative,Medium,Anticipation,107,191,264,High,high interest,0
P04568,2025-06-23 21:57:21,LinkedIn,Botswana,English,Repayment,-0.56,Negative,Medium,Trust,972,1054,225,Medium,high interest,0
P04569,2025-07-12 04:24:35,Facebook,Colombia,Spanish,Customer Support,-0.72,Negative,High,Joy,1626,106,486,Medium,slow approval,0
P04570,2025-06-07 22:19:51,LinkedIn,Zambia,English,Repayment,0.72,Positive,High,Anger,703,621,178,Medium,great rates,0
P04571,2025-06-26 21:31:25,TikTok,South Africa,Spanish,Savings Product,0.0,Neutral,Low,Joy,874,275,221,High,loan application,0
P04572,2025-03-21 01:34:51,Facebook,South Africa,Swahili,Customer Support,0.35,Positive,Medium,Anger,3809,650,369,Low,helpful staff,0
P04573,2025-03-30 19:25:27,Instagram,Tanzania,Spanish,Interest Rates,-0.52,Negative,Medium,Anger,2411,555,636,Medium,fraud,0
P04574,2025-07-20 20:54:33,Facebook,Colombia,Swahili,Customer Support,0.52,Positive,Medium,Fear,2107,1105,787,Low,great rates,0
P04575,2025-02-07 06:12:16,Twitter,South Africa,English,Savings Product,0.52,Positive,Medium,Surprise,3553,1087,166,Medium,excellent service,0
P04576,2025-04-29 07:54:16,Facebook,South Africa,Swahili,Savings Product,-0.37,Negative,Medium,Surprise,1273,566,662,Medium,slow approval,0
P04577,2025-03-24 00:48:27,Facebook,Ghana,English,Repayment,-0.18,Negative,Low,Fear,559,585,552,Low,fraud,0
P04578,2025-04-09 16:29:11,Twitter,Mexico,English,Repayment,-0.58,Negative,Medium,Fear,116,884,299,Medium,fraud,1
P04579,2025-07-18 10:08:29,Facebook,Mexico,Twi,Repayment,0.95,Positive,High,Anger,4969,128,380,High,helpful staff,0
P04580,2025-07-09 14:13:51,LinkedIn,Ghana,Swahili,Repayment,0.29,Positive,Low,Fear,3046,255,34,Medium,helpful staff,1
P04581,2025-02-17 21:22:12,Instagram,South Africa,English,Repayment,0.87,Positive,High,Fear,43,933,406,High,loan approved,1
P04582,2025-04-27 06:12:50,Instagram,South Africa,Twi,Savings Product,-0.39,Negative,Medium,Trust,508,230,501,High,fraud,0
P04583,2025-07-19 00:32:45,TikTok,Tanzania,English,Savings Product,0.56,Positive,Medium,Disgust,3439,1160,313,High,great rates,0
P04584,2025-02-23 19:03:30,Instagram,Zambia,Swahili,Mobile App,0.53,Positive,Medium,Trust,3928,862,742,Medium,fast process,0
P04585,2025-07-01 14:42:19,Instagram,Mexico,Spanish,Repayment,0.38,Positive,Medium,Anticipation,4944,354,726,Low,helpful staff,1
P04586,2025-07-08 15:40:35,Twitter,Zambia,Twi,Savings Product,0.93,Positive,High,Anger,916,145,100,Medium,loan approved,0
P04587,2025-03-19 00:14:55,Facebook,Ghana,English,Interest Rates,-0.21,Negative,Low,Fear,2945,1056,568,Low,hidden fees,0
P04588,2025-03-13 18:06:11,Facebook,Tanzania,Spanish,Repayment,-0.74,Negative,High,Trust,798,259,214,Medium,high interest,0
P04589,2025-07-08 10:08:54,LinkedIn,South Africa,Swahili,Interest Rates,0.34,Positive,Medium,Fear,4971,86,667,Low,loan approved,0
P04590,2025-06-24 05:31:32,Facebook,Tanzania,Twi,Interest Rates,0.46,Positive,Medium,Surprise,1760,842,575,Low,loan approved,0
P04591,2025-05-26 03:55:26,Twitter,Zambia,Spanish,Interest Rates,0.15,Positive,Low,Disgust,2333,264,61,High,helpful staff,0
P04592,2025-06-14 19:35:43,LinkedIn,South Africa,Spanish,Repayment,-0.59,Negative,Medium,Anticipation,3275,391,368,High,bad service,0
P04593,2025-04-10 02:03:29,LinkedIn,Tanzania,English,Loan Application,0.01,Neutral,Low,Surprise,818,231,367,Low,interest rate,1
P04594,2025-07-18 04:46:39,TikTok,South Africa,Swahili,Customer Support,-0.38,Negative,Medium,Disgust,2168,900,573,Medium,hidden fees,1
P04595,2025-06-19 00:21:12,Facebook,Tanzania,English,Customer Support,-0.15,Negative,Low,Trust,3735,587,93,Low,bad service,0
P04596,2025-05-30 12:01:34,Twitter,Botswana,Twi,Mobile App,0.29,Positive,Low,Fear,3065,446,468,Low,fast process,0
P04597,2025-06-03 20:55:29,Instagram,South Africa,Spanish,Savings Product,0.49,Positive,Medium,Surprise,3259,1152,25,Low,excellent service,0
P04598,2025-04-25 03:24:11,Twitter,Ghana,Swahili,Savings Product,-0.54,Negative,Medium,Trust,906,1112,434,Medium,slow approval,1
P04599,2025-03-05 05:31:49,Twitter,Botswana,English,Repayment,-0.19,Negative,Low,Anticipation,4108,465,120,Low,slow approval,0
P04600,2025-05-31 15:28:21,Twitter,Tanzania,English,Customer Support,-0.46,Negative,Medium,Surprise,602,933,49,Low,fraud,1
P04601,2025-02-28 00:52:55,LinkedIn,Tanzania,Spanish,Repayment,-0.6,Negative,Medium,Surprise,4295,1193,763,High,hidden fees,0
P04602,2025-07-03 09:39:46,TikTok,Mexico,Twi,Repayment,0.57,Positive,Medium,Sadness,2633,127,35,Low,excellent service,0
P04603,2025-03-13 02:55:02,LinkedIn,Botswana,Spanish,Repayment,0.82,Positive,High,Anticipation,1791,1197,409,Low,loan approved,0
P04604,2025-07-08 23:19:26,Twitter,Tanzania,Twi,Mobile App,-0.26,Negative,Low,Joy,3527,1049,288,Medium,hidden fees,0
P04605,2025-03-13 04:25:22,Instagram,Zambia,Twi,Mobile App,0.5,Positive,Medium,Trust,4543,572,378,Low,fast process,0
P04606,2025-07-07 09:37:29,LinkedIn,Ghana,Swahili,Loan Application,0.79,Positive,High,Surprise,1811,510,99,Low,excellent service,0
P04607,2025-02-12 12:37:39,Twitter,Ghana,Spanish,Interest Rates,0.69,Positive,High,Anticipation,3911,487,323,High,loan approved,0
P04608,2025-05-22 16:44:20,Instagram,Mexico,Swahili,Customer Support,-0.63,Negative,Medium,Anticipation,840,890,328,Medium,fraud,0
P04609,2025-04-10 02:55:07,Facebook,South Africa,Spanish,Loan Application,0.91,Positive,High,Fear,3142,578,647,Medium,fast process,0
P04610,2025-05-15 08:36:29,Facebook,Ghana,Spanish,Mobile App,-0.25,Negative,Low,Surprise,4685,949,705,Low,slow approval,0
P04611,2025-03-27 13:57:04,Twitter,Botswana,Twi,Mobile App,-0.32,Negative,Low,Trust,2090,405,220,Medium,bad service,0
P04612,2025-05-27 21:33:30,TikTok,Colombia,English,Loan Application,-0.88,Negative,High,Joy,4615,1049,790,High,slow approval,0
P04613,2025-05-16 14:50:36,TikTok,Botswana,Twi,Loan Application,-0.03,Neutral,Low,Disgust,1036,1106,566,Medium,loan application,0
P04614,2025-03-05 16:41:43,Twitter,Colombia,Twi,Interest Rates,-0.78,Negative,High,Fear,724,363,109,High,slow approval,0
P04615,2025-04-04 20:20:06,TikTok,Zambia,English,Mobile App,-0.5,Negative,Medium,Anticipation,987,1083,148,Low,slow approval,0
P04616,2025-06-17 17:07:42,TikTok,South Africa,English,Loan Application,-0.37,Negative,Medium,Sadness,802,550,405,Medium,bad service,1
P04617,2025-03-29 19:46:35,TikTok,South Africa,Spanish,Interest Rates,0.62,Positive,Medium,Sadness,2582,291,776,Medium,fast process,0
P04618,2025-03-29 04:23:26,LinkedIn,Mexico,English,Repayment,0.75,Positive,High,Fear,3837,788,673,High,loan approved,0
P04619,2025-05-23 05:08:28,Instagram,Mexico,English,Mobile App,-0.4,Negative,Medium,Surprise,526,815,698,Low,fraud,0
P04620,2025-03-24 21:54:32,Twitter,Tanzania,Spanish,Interest Rates,0.72,Positive,High,Disgust,1665,190,409,Medium,fast process,0
P04621,2025-07-17 14:38:53,Facebook,Colombia,English,Mobile App,0.71,Positive,High,Trust,1138,460,128,Medium,helpful staff,0
P04622,2025-05-11 21:20:51,TikTok,Colombia,Twi,Loan Application,0.53,Positive,Medium,Sadness,459,663,483,High,helpful staff,0
P04623,2025-07-25 19:01:39,Twitter,Colombia,Spanish,Interest Rates,-0.71,Negative,High,Fear,2552,232,107,High,high interest,1
P04624,2025-06-12 21:45:51,LinkedIn,South Africa,English,Repayment,0.38,Positive,Medium,Disgust,4420,473,388,High,great rates,0
P04625,2025-07-09 07:01:06,LinkedIn,Ghana,Swahili,Repayment,0.89,Positive,High,Anticipation,4674,657,424,Medium,fast process,0
P04626,2025-02-19 11:46:53,TikTok,Colombia,Twi,Mobile App,0.37,Positive,Medium,Anger,2808,270,446,Medium,excellent service,0
P04627,2025-02-27 07:53:24,Instagram,Botswana,English,Loan Application,-0.34,Negative,Medium,Disgust,2898,1157,67,Low,slow approval,0
P04628,2025-06-26 15:41:31,Facebook,Mexico,Swahili,Loan Application,0.0,Neutral,Low,Trust,3243,170,65,High,loan application,0
P04629,2025-07-03 13:35:08,Instagram,South Africa,English,Loan Application,0.29,Positive,Low,Anticipation,4068,27,655,Medium,fast process,0
P04630,2025-04-21 22:10:38,Facebook,Ghana,Swahili,Mobile App,0.02,Neutral,Low,Anticipation,2331,135,564,High,mobile app,0
P04631,2025-07-29 09:46:21,Facebook,Colombia,Twi,Loan Application,-0.76,Negative,High,Disgust,4570,924,639,Low,hidden fees,0
P04632,2025-02-12 12:17:32,Twitter,South Africa,English,Repayment,-0.38,Negative,Medium,Disgust,3685,404,503,Low,fraud,0
P04633,2025-03-26 20:25:16,Facebook,Colombia,Twi,Mobile App,0.6,Positive,Medium,Anger,631,976,503,High,great rates,0
P04634,2025-07-19 08:44:04,Facebook,South Africa,English,Loan Application,0.72,Positive,High,Surprise,4798,887,320,High,excellent service,0
P04635,2025-06-08 08:41:53,LinkedIn,Colombia,Twi,Customer Support,-0.73,Negative,High,Sadness,2456,855,718,Low,fraud,0
P04636,2025-02-25 15:20:30,Instagram,Colombia,Spanish,Savings Product,0.9,Positive,High,Anticipation,981,443,727,High,excellent service,0
P04637,2025-06-17 04:53:04,Instagram,Zambia,Swahili,Interest Rates,-0.34,Negative,Medium,Trust,4654,433,579,Low,slow approval,0
P04638,2025-07-19 04:13:11,LinkedIn,Ghana,Spanish,Repayment,0.32,Positive,Low,Disgust,4317,508,446,Medium,helpful staff,0
P04639,2025-02-26 18:23:03,TikTok,Ghana,Twi,Interest Rates,0.5,Positive,Medium,Fear,1556,33,573,High,fast process,0
P04640,2025-03-21 11:34:49,Twitter,Zambia,English,Savings Product,0.62,Positive,Medium,Joy,2205,1025,209,High,loan approved,0
P04641,2025-03-01 09:32:37,Instagram,Mexico,English,Interest Rates,0.89,Positive,High,Anticipation,4443,361,369,Low,fast process,0
P04642,2025-06-19 03:20:25,TikTok,South Africa,English,Savings Product,-0.37,Negative,Medium,Anticipation,4984,605,563,Medium,hidden fees,0
P04643,2025-04-04 13:04:46,LinkedIn,Ghana,Spanish,Repayment,0.72,Positive,High,Surprise,3955,715,627,High,fast process,0
P04644,2025-07-11 21:00:18,Twitter,South Africa,Spanish,Savings Product,-0.74,Negative,High,Anger,921,249,457,Medium,hidden fees,0
P04645,2025-03-21 01:41:19,LinkedIn,Mexico,Twi,Loan Application,0.41,Positive,Medium,Surprise,404,146,576,Medium,great rates,0
P04646,2025-06-28 20:43:26,TikTok,Ghana,Spanish,Mobile App,0.48,Positive,Medium,Sadness,4772,347,641,High,excellent service,0
P04647,2025-07-14 19:15:15,Instagram,Ghana,Spanish,Savings Product,0.36,Positive,Medium,Disgust,4684,398,688,Low,great rates,0
P04648,2025-06-12 07:28:53,Instagram,South Africa,Swahili,Savings Product,-0.5,Negative,Medium,Fear,1620,1199,789,Medium,bad service,0
P04649,2025-04-18 06:07:05,Facebook,Botswana,Twi,Mobile App,0.75,Positive,High,Fear,2952,124,162,Low,loan approved,0
P04650,2025-05-07 01:02:34,LinkedIn,Botswana,English,Savings Product,-0.66,Negative,High,Anticipation,3118,762,331,High,hidden fees,0
P04651,2025-02-28 14:34:04,Facebook,Ghana,Twi,Customer Support,-0.89,Negative,High,Disgust,1594,397,663,Low,hidden fees,0
P04652,2025-05-24 02:59:52,LinkedIn,Mexico,Swahili,Interest Rates,0.43,Positive,Medium,Trust,565,130,349,Medium,loan approved,0
P04653,2025-06-03 19:12:24,Instagram,Mexico,Swahili,Customer Support,-0.05,Neutral,Low,Surprise,4799,604,747,Low,interest rate,0
P04654,2025-03-25 04:18:45,LinkedIn,Tanzania,English,Mobile App,0.7,Positive,High,Sadness,2868,891,669,High,great rates,0
P04655,2025-06-02 21:49:11,LinkedIn,Ghana,Swahili,Mobile App,-0.23,Negative,Low,Surprise,857,821,467,Medium,slow approval,0
P04656,2025-04-22 10:25:43,Twitter,South Africa,Spanish,Repayment,-0.66,Negative,High,Anticipation,1284,901,425,Low,high interest,0
P04657,2025-04-14 20:25:47,TikTok,Mexico,Spanish,Customer Support,0.67,Positive,High,Anticipation,584,944,326,High,excellent service,0
P04658,2025-04-29 18:26:02,Twitter,Botswana,Spanish,Mobile App,0.1,Positive,Low,Disgust,4327,731,105,Medium,fast process,0
P04659,2025-02-15 15:55:52,Twitter,Colombia,Swahili,Customer Support,-0.62,Negative,Medium,Fear,1245,333,254,High,high interest,0
P04660,2025-06-04 00:55:09,Facebook,Botswana,English,Repayment,0.44,Positive,Medium,Disgust,51,1043,357,Medium,fast process,0
P04661,2025-07-05 07:05:52,LinkedIn,Mexico,Spanish,Repayment,0.02,Neutral,Low,Fear,2163,204,443,High,interest rate,0
P04662,2025-07-21 21:40:48,TikTok,Tanzania,Swahili,Repayment,0.21,Positive,Low,Anticipation,537,955,112,Low,helpful staff,0
P04663,2025-06-30 07:15:36,Instagram,Botswana,Swahili,Repayment,-0.08,Negative,Low,Trust,540,354,29,Low,fraud,0
P04664,2025-02-19 01:51:11,LinkedIn,Zambia,Swahili,Savings Product,0.66,Positive,High,Disgust,814,1196,523,High,helpful staff,0
P04665,2025-04-20 05:25:14,LinkedIn,Tanzania,Twi,Repayment,0.66,Positive,High,Fear,1415,823,688,High,helpful staff,0
P04666,2025-05-12 02:55:58,Twitter,Tanzania,Twi,Repayment,0.42,Positive,Medium,Trust,2838,1025,45,Medium,fast process,0
P04667,2025-06-26 14:19:56,TikTok,Colombia,Spanish,Repayment,-0.79,Negative,High,Surprise,1652,940,170,Medium,hidden fees,0
P04668,2025-03-27 00:37:32,Facebook,Tanzania,English,Savings Product,0.68,Positive,High,Fear,2665,167,129,High,excellent service,0
P04669,2025-06-15 21:33:12,Instagram,Ghana,English,Interest Rates,0.34,Positive,Medium,Anticipation,4514,367,756,Low,loan approved,0
P04670,2025-07-21 08:35:42,Instagram,Mexico,Swahili,Loan Application,0.39,Positive,Medium,Sadness,4062,535,352,Low,helpful staff,0
P04671,2025-04-13 15:59:46,Twitter,Ghana,Spanish,Savings Product,-0.27,Negative,Low,Trust,2356,962,202,Low,high interest,0
P04672,2025-04-30 07:02:07,Instagram,Ghana,English,Loan Application,0.76,Positive,High,Surprise,3810,579,225,High,helpful staff,0
P04673,2025-05-06 18:27:07,LinkedIn,Botswana,Twi,Interest Rates,0.45,Positive,Medium,Anger,863,949,79,Low,fast process,0
P04674,2025-04-05 13:16:42,LinkedIn,Zambia,English,Customer Support,-0.77,Negative,High,Disgust,185,206,309,Low,fraud,0
P04675,2025-05-25 00:06:33,Twitter,Botswana,Twi,Customer Support,-0.18,Negative,Low,Sadness,4356,1072,34,Low,fraud,0
P04676,2025-02-01 11:31:31,Facebook,Mexico,Twi,Repayment,0.77,Positive,High,Anger,1551,543,563,Low,fast process,0
P04677,2025-07-19 17:24:13,LinkedIn,Tanzania,Swahili,Customer Support,-0.91,Negative,High,Trust,2207,128,160,Medium,slow approval,1
P04678,2025-07-01 07:43:54,Facebook,South Africa,English,Interest Rates,0.92,Positive,High,Sadness,761,613,595,High,great rates,0
P04679,2025-07-15 12:05:09,Facebook,Colombia,Twi,Savings Product,0.36,Positive,Medium,Anticipation,4319,34,434,High,loan approved,0
P04680,2025-06-23 06:44:29,Instagram,Zambia,Swahili,Savings Product,0.26,Positive,Low,Fear,1279,818,537,Low,loan approved,1
P04681,2025-02-19 02:04:17,LinkedIn,Zambia,English,Interest Rates,-0.46,Negative,Medium,Fear,4275,198,224,Medium,fraud,0
P04682,2025-06-22 22:23:22,Instagram,Colombia,Spanish,Repayment,-0.5,Negative,Medium,Disgust,4727,76,445,Low,high interest,0
P04683,2025-05-01 00:31:42,Twitter,Mexico,English,Savings Product,0.88,Positive,High,Surprise,3694,368,316,Medium,great rates,0
P04684,2025-06-04 06:34:16,LinkedIn,Ghana,English,Savings Product,-0.4,Negative,Medium,Fear,3281,832,665,Low,bad service,0
P04685,2025-06-09 23:08:04,Twitter,Zambia,Spanish,Savings Product,0.55,Positive,Medium,Surprise,1536,525,413,Low,fast process,0
